Video ID;Central_Object;Texture;Color;Size_Shape;Object_2;Object_3;Object_4;Environment;Lighting;Video_Clarity;Movement_Behavior;Camera_Position;Camera_Angle;Caption;Folder;complexity
MVK2.0/WestPalmBeach_May2023/0020.mp4;Tropical fish;;có màu tối;kích thước lớn;rạn san hô;các cá nhỏ;;nước biển trong xanh;;video có chất lượng rõ nét;Tropical fish bơi chậm;quay toàn cảnh rồi cận cảnh Tropical fish;góc quay ngang và zoom kĩ vào Tropical fish;In the clear blue underwater environment, the video captures images of tropical fish with dark colors and large sizes, moving slowly within the coral reef alongside other small fish. The footage is of high quality, with the camera initially capturing the scene in its entirety before zooming in on the tropical fish from a horizontal angle, to record every detail of them.;;
MVK2.0/WestPalmBeach_May2023/0021.mp4;tôm hùm biển;;màu đỏ gạch màu đen, màu vàng;kích thước lớn;rạn san hô;bãi cát;;nước biển trong xanh;;video có chất lượng rõ nét;tôm hùm biển di chuyển lùi vào sau trong hang rạn san hô;quay cận cảnh;góc quay xiên, từ trên xuống;In the clear blue underwater environment, the video captures images of spiny lobsters in brick-red, black, and yellow hues, with large sizes, retreating into a coral reef cave near the sandy shore. The footage is of high quality, with the camera providing close-up shots from a diagonal angle, shooting downwards, to faithfully reproduce every detail of the spiny lobsters and their surrounding environment.;;
MVK2.0/WestPalmBeach_May2023/0022.mp4;01 dải san hô nhiều màu sắc;;màu xanh lục;kích thước đa dạng;các cá nhỏ;bãi cát trắng và mùn hữu cơ;;nước biển xanh hơi đục;;video có chất lượng rõ nét;rạn san hô ít di chuyển và các cá nhỏ bơi chậm;camera quay toàn cảnh  rạn san hô;góc quay ngang, quay toàn cảnh rạn san hô;In the slightly murky blue underwater environment, the video captures a vibrant coral reef with a multitude of colors, ranging from lush green to various others, featuring diverse sizes. Small fish move leisurely within this environment, near the white sandy shore and organic sediment. The footage is of high quality, with the camera recording the panoramic view of the coral reef from a horizontal angle, faithfully reproducing a natural scene.;;
MVK2.0/WestPalmBeach_May2023/0023.mp4;cá mập;;màu xám;kích thước to lớn;rạn san hô;các cá nhỏ;thợ lặn ở gần đó;nước biển xanh đậm;;video có chất lượng rõ nét;cá mập bơi chậm và gần bơi gần với camera,thợ lặn;camera quay cận cảnh cá mập di chuyển;góc máy quay ngang và thay đổi theo sự di chuyển của cá mập;In the deep blue underwater environment, the video captures clear and sharp images of a large gray shark, swimming slowly within the coral reef, alongside small fish and divers. The shark approaches closely to the camera and divers, moving at a leisurely pace. The camera provides close-up shots of the shark's movements, with a flexible and dynamically changing horizontal camera angle following the shark's movements.;;
MVK2.0/WestPalmBeach_May2023/0024.mp4;1 con cá đuối con;;màu  xám, màu rằn ri;kích thước nhỏ;bãi cát;;;nước biển trong xanh;;video có chất lượng rõ nét;cá đuối bơi chậm, bơi sát với bãi cát và ẩn mình với lớp cát dưới biển;camera quay cận cảnh cá đuối;góc quay ngang thấy cận cảnh cá đuối;In the clear blue underwater environment, the video captures clear and sharp images of a small gray and speckled juvenile stingray, moving slowly and swimming close to the sandy seabed, before eventually burying itself under a layer of sand beneath the sea. The camera provides close-up shots of the stingray from a horizontal angle, faithfully reproducing every detail of it in its natural environment.;;
MVK2.0/WestPalmBeach_May2023/0025.mp4;1 con cá đuối con;;màu  xám, màu rằn ri;kích thước nhỏ;bãi cát;;;nước biển trong xanh;;video có chất lượng rõ nét;cá đuối bơi chậm và ẩn mình với lớp cát dưới biển;camera quay toàn cảnh và cận cảnh cá đuối;góc quay ngang thấy cận cảnh cá đuối;In the clear blue underwater environment, the video captures clear and sharp images of a small, speckled gray juvenile stingray, moving slowly and camouflaging itself within the sandy seabed. The camera provides both panoramic and close-up shots of the stingray from a horizontal angle, faithfully reproducing every detail of it in its natural environment.;;
MVK2.0/WestPalmBeach_May2023/0026.mp4;cá mập;;màu xám;kích thước to lớn;rạn san hô;các cá nhỏ;;nước biển xanh đậm;;video có chất lượng rõ nét;cá mập bơi chậm và gần bơi gần với camera;camera quay cận cảnh cá mập di chuyển;góc máy quay ngang và thay đổi theo sự di chuyển của cá mập;In the deep blue water, the video captures clear images of a large gray shark moving slowly among the coral reefs, alongside smaller fish. The shark swims slowly and closely, approaching the camera. The camera takes close-ups of the moving shark, with a flexible horizontal angle that changes with their movement.;;
MVK2.0/WestPalmBeach_May2023/0027.mp4;rạn san hô;;màu xanh lục;kích thước đa dạng;bãi cát trắng và mùn hữu cơ;các chú cá nhỏ;tảo, rong biển, nhím biển;nước biển xanh đậm;;video có chất lượng hơi mờ;tảo, rong biển, nhím biển trên rạn san hô ít di chuyển và các cá nhỏ bơi chậm;camera quay cận cảnh rạn san hô;góc quay ngang, và quay xung quanh rạn san hô;Beneath the deep azure sea, lush green coral reefs sprawl with diverse sizes, alongside the presence of white sandy patches, organic debris, algae, seaweed, and sea urchins. The video captures this scene with slightly blurred quality, depicting the tranquility of algae, seaweed, and sea urchins on the coral reef, accompanied by the slow movement of small fish. The camera provides close-up shots of the coral reef from horizontal angles, and rotates around.;;
MVK2.0/WestPalmBeach_May2023/0028.mp4;cá mập;;màu xám;kích thước to lớn;rạn san hô;các cá nhỏ;;nước biển trong xanh;;video có chất lượng rõ nét;cá mập bơi chậm và gần bơi gần mặt nước;camera quay toàn cảnh cá mập di chuyển;góc máy quay ngang và thay đổi theo sự di chuyển của cá mập;In the deep blue underwater world, the video crisply captures images of gray sharks, large in size, slowly gliding near the water surface within the coral reef, alongside smaller fish. The camera pans the panoramic view of the sharks' movement, with flexible horizontal angles changing according to their motion.;;
MVK2.0/WestPalmBeach_May2023/0029.mp4;nhiều loại cá nhỏ;;màu sắc đa dạng;kích thước đa dạng;1 dải san hô nhiều màu sắc;bãi cát trắng;;nước biển trong xanh;;video có chất lượng rõ nét;các cá nhỏ  bơi chậm;camera quay toàn cảnh;góc quay tĩnh các cá nhỏ;In the deep blue sea, the video clearly captures images of various small fish with diverse colors and sizes, moving slowly within a vibrant strip of coral reef, next to white sandy beaches. The camera provides an overall view from a static angle.;;
MVK2.0/WestPalmBeach_May2023/0030.mp4;rạn san hô;;màu xanh lục;kích thước đa dạng;bãi cát trắng và mùn hữu cơ;các chú cá nhỏ;;nước biển xanh đậm;;video có chất lượng hơi mờ;rạn san hô ít di chuyển và các cá nhỏ bơi chậm;camera quay toàn cảnh rồi cận cảnh rạn san hô;góc quay ngang, và quay xung quanh rạn san hô;Beneath the deep azure sea, lush green coral reefs with diverse sizes thrive alongside the presence of white sandy patches, organic debris, and numerous small fish. Despite the slightly blurred video quality, it reflects the serene atmosphere of the coral reef and the slow movement of the small fish. The camera pans the overall scene then zooms in on the coral reef from a horizontal angle, and even rotates around.;;
MVK2.0/WestPalmBeach_May2023/0031.mp4;rạn san hô phát triển trên thân xác tàu chìm;;màu xanh lục và xác tàu có  màu nâu và màu đen;kích thước đa dạng;thân xác tàu chìm to lớn;san hô sừng, san hô bông;các chú cá nhỏ;nước biển trong xanh;;video có chất lượng rõ nét;rạn san hô ít di chuyển , đàn cá di chuyển chậm;camera quay toàn cảnh rạn san hô phát triển trên xác tàu chìm;góc quay ngang, camera xoay xung quanh;In the clear blue underwater, coral reefs grow on the hull of a sunken ship, with green hues alternating with the brown and black colors of the ship's wreckage. Horn corals, soft corals, and small fish inhabit the area. The high-quality video captures this scene, where the coral reef and the school of fish move slowly, with the camera panning the panoramic view from a horizontal angle and rotating around.;;
MVK2.0/WestPalmBeach_May2023/0032.mp4;con cá nóc nhím;;cơ thể có gai, có màu đen màu vàng màu trấng;kích thước trung bình;rạn san hô;các chú cá nhỏ;;nước biển xanh đậm;;video có chất lượng rõ nét;cá nóc nhím di chuyển chậm rãi;camera quay cận cảnh cá nóc nhím;góc quay cao từ trên xuống và quay gần;In the dark blue seabed, porcupinefish move slowly among coral reefs. Their bodies are covered in spines, with black, yellow, and white colors. Their medium size makes them easily recognizable in the clear, high-quality video, with a high-angle view and close-ups.;;
MVK2.0/WestPalmBeach_May2023/0033.mp4;rạn san hô phát triển trong  xác tàu chìm;;màu xanh lục và xác tàu có  màu nâu và màu đen;kích thước đa dạng;thân xác tàu chìm to lớn;san hô sừng, san hô bông;các chú cá nhỏ;nước biển trong xanh;;video có chất lượng rõ nét;rạn san hô ít di chuyển , đàn cá di chuyển chậm;camera quay toàn cảnh rạn san hô phát triển trong xác tàu chìm;góc quay ngang, camera xoay xung quanh;In the clear blue underwater, greenish coral reefs grow on the brown and black hull of a sunken ship. With diverse sizes and the large size of the sunken ship, the coral reef includes horn corals and soft corals along with small fish. In the clear, high-quality video, the coral reef moves little, while the school of fish moves slowly. The camera pans the panoramic view of the coral reef growing on the sunken ship with horizontal angles and rotation.;;
MVK2.0/WestPalmBeach_May2023/0034.mp4;cá mập;;màu xám;kích thước to lớn;các cá nhỏ;;;nước biển trong xanh;;video có chất lượng rõ nét;cá mập bơi chậm và gần bơi gần camera;camera quay toàn cảnh và cận cảnh cá mập di chuyển;góc máy quay ngang và thay đổi theo sự di chuyển của cá mập;In the deep blue water, the image of a large gray shark appears crisply in the high-quality video. With the presence of smaller fish, the shark moves slowly and closely to the camera. The camera pans the panoramic and close-up views following the shark's movement, with flexible horizontal angles.;;
MVK2.0/WestPalmBeach_May2023/0035.mp4;rạn san hô phát triển trên thân  xác tàu chìm;;màu xanh lục và xác tàu có  màu nâu và màu đen;kích thước đa dạng;thân xác tàu chìm to lớn;san hô sừng, san hô bông;các chú cá nhỏ;nước biển trong xanh;;video có chất lượng rõ nét;rạn san hô ít di chuyển , đàn cá di chuyển chậm;camera quay toàn cảnh rạn san hô phát triển trên thân xác tàu chìm;góc quay ngang, camera xoay xung quanh;In the shimmering blue water, a long-sized sea creature emerges in the video. Translucent with black spots on its body, the head has a large white patch. Two divers are nearby, with gentle air bubbles floating. The creature moves slowly in the video, with the camera panning the panoramic view with a wide angle, encompassing both the divers and the sea creature.;;
MVK2.0/WestPalmBeach_May2023/0036.mp4;1 sinh vật biển;;có kích thước dài, có màu trong suốt và có các đốm đen trên thân, phần đầu có mảng màu trắng to;kích thước dài;hai thợ lặn gần đó;bọt khí;;nước biển trong xanh;;nước biển trong xanh;sinh vật biển di chuyển chậm chạp;camera quay toàn cảnh sinh vật biển di chuyển;góc quay rộng, quay bao quát cả thợ lặn và sinh vật biển;Beneath the clear blue sea, a long-sized sea creature emerges, translucent with black spots on its body and a large white patch on its head. Two divers are nearby, their gentle air bubbles floating lazily. The creature moves slowly in the video, with the camera capturing the panoramic view from a wide angle, encompassing both the divers and the sea creature.;;
MVK2.0/WestPalmBeach_May2023/0037.mp4;rạn san hô phát triển trên xác tàu chìm;;màu xanh lục và xác tàu có  màu nâu và màu đen;kích thước đa dạng;xác tàu chìm to lớn;san hô sừng, san hô bông;các chú cá nhỏ;nước biển trong xanh;;video có chất lượng rõ nét;rạn san hô ít di chuyển , đàn cá di chuyển chậm;camera quay toàn cảnh rạn san hô phát triển trên xác tàu chìm;góc quay ngang, camera xoay xung quanh;In the azure sea, lush green coral reefs develop on the brown and black hull of a sunken ship. With diverse sizes and the large size of the sunken ship, the coral reef includes both horn and soft corals. Alongside the small fish, they create a lively scene. In the clear, high-quality video, the coral reef moves little, while the school of fish moves slowly. The camera pans the panoramic view of the coral reef growing on the sunken ship with horizontal angles and rotation.;;
MVK2.0/WestPalmBeach_May2023/0038.mp4;cá mập;;màu xám;kích thước to lớn;thợ lặn ở gần đó;các cá nhỏ;;nước biển xanh đậm;;video có chất lượng rõ nét;cá mập bơi chậm và bơi vòng vòng quanh thợ lặn cho thức ăn;camera quay cận cảnh cá mập di chuyển;góc máy quay ngang cá mập;In the deep blue waters, a large gray shark glides through the video with clear, crisp quality. Divers are nearby, accompanied by small fish, creating an exciting scene. In the video, the shark swims slowly and circles around the divers to find food, with the camera capturing close-up shots from a horizontal angle.;;
MVK2.0/WestPalmBeach_May2023/0039.mp4;1 sinh vật biển;;nhìn khá giống cua nhưng thân nhỏ nhưng chân rất dài, màu vàng;kích thước nhỏ;1 dải rạn san hô đầy màu sắc;;;nước biển trong xanh;;video có chất lượng rõ nét;sinh vật biển núp vào trong khe của rạn san hô;quay cận cảnh sinh vật biển;góc quay ngang và zoom vào sinh vật biển;In the clear blue sea, a small crab-like sea creature, with a small body and long yellow legs, appears near a colorful coral reef. In the clear, high-quality video, this sea creature hides in the crevices of the coral reef, and the camera zooms in on it, with horizontal angles and zooming.;;
MVK2.0/WestPalmBeach_May2023/0040.mp4;rạn san hô;;đa dạng màu sắc;kích thước đa dạng;bãi cát trắng;các chú cá nhỏ;;nước biển trong xanh;;video có chất lượng rõ nét;rạn san hô ít di chuyển, cá nhỏ bơi chậm;camera quay toàn cảnh rồi cận cảnh rạn san hô;góc quay ngang, và quay xung quanh rạn san hô;In the deep blue sea, diverse colored and sized coral reefs stretch across white sandy beaches. Small fish swim slowly within the coral reef space. In the clear, high-quality video, the coral reef moves little, along with the small fish. The camera pans the panoramic and close-up views of the coral reef, with horizontal angles and rotations around the coral reef.;;
MVK2.0/WestPalmBeach_May2023/0041.mp4;cá mập;;màu xám;kích thước to lớn;thợ lặn ở gần đó;các cá nhỏ;dây xích sắt giữ hộp đồ ăn;nước biển xanh đậm;;video có chất lượng rõ nét;cá mập bơi chậm và bơi vòng vòng quanh thợ lặn cho thức ăn;camera quay toàn cảnh cá mập di chuyển;góc máy quay ngang cá mập;In the deep blue water, a large gray shark appears in the clear, high-quality video. Divers are nearby, along with small fish. In the video, the shark swims slowly and circles around the divers to retrieve food from the iron chain-held food box. The camera captures the panoramic view of the shark's movement, with horizontal angles.;;
MVK2.0/WestPalmBeach_May2023/0042.mp4;cá bơn;;thân màu nâu với các đốm đen và đốm. Chúng có một cái đầu to, phẳng và một cái miệng nhỏ.;kích thước nhỏ;bãi cát;;;nước biển trong xanh;;video có chất lượng rõ nét;cá bơi chậm và bơi sát bãi cát;camera quay cận cảnh cá bơn;góc cao, quay từ trên xuống và zoom vào cá bơn;In the clear blue sea, a brown-bodied flatfish with black and spotted patterns and a large, flat head and small mouth appears on the sandy beach. With small size, they swim slowly and close to the sandy beach. In the clear, high-quality video, the camera captures close-up shots of the flatfish, with high-angle shots, top-down shots, and zooming in on the flatfish.;;
MVK2.0/WestPalmBeach_May2023/0043.mp4;cá mập;;màu xám;kích thước to lớn;;các cá nhỏ;;nước biển xanh đậm;;video có chất lượng rõ nét;cá mập bơi thẳng và bơi qua phía trên camera;camera quay toàn cảnh và cận cảnh cá mập di chuyển;góc máy quay ngang cá mập;In the deep blue sea, a large gray shark appears in the clear, high-quality video. Alongside small fish, they create a depiction of the ocean. In the video, the shark swims straight and passes over the camera, with the camera capturing panoramic and close-up views of the shark's movement. Horizontal camera angle.;;
MVK2.0/WestPalmBeach_May2023/0044.mp4;cá mập;;màu xám;kích thước to lớn;;các cá nhỏ;;nước biển xanh đậm;;video có chất lượng rõ nét;cá mập bơi chậm và bơi vòng vòng , bơi sát camera;camera quay toàn cảnh cá mập di chuyển;góc máy quay ngang cá mập;In the deep blue sea, a large gray shark appears in the clear, high-quality video. Nearby are divers and small fish. In the video, the shark swims slowly and circles around the divers to feed. The camera captures close-up shots of the divers leading and feeding the shark, with a horizontal camera angle.;;
MVK2.0/WestPalmBeach_May2023/0045.mp4;cá mập;;màu xám;kích thước to lớn;thợ lặn ở gần đó;các cá nhỏ;;nước biển xanh đậm;;video có chất lượng rõ nét;cá mập bơi chậm và bơi vòng vòng quanh thợ lặn cho thức ăn;camera quay cận cảnh thợ lặn dẫn dụ và cho cá mập ăn;góc máy quay ngang cá mập;Under the deep blue sea, a large gray shark emerges in clear, high-quality video. Nearby are divers and small fish. In the video, the shark swims slowly and circles around the divers to feed. The camera captures close-up shots of the divers baiting and feeding the shark, with a horizontal camera angle.;;
MVK2.0/WestPalmBeach_May2023/0046.mp4;cá mập;;màu xám;kích thước to lớn;thợ lặn ở gần đó;các cá nhỏ;dây xích sắt giữ hộp đồ ăn;nước biển xanh đậm;;video có chất lượng rõ nét;cá mập bơi chậm và bơi vòng vòng quanh thợ lặn;camera quay cận cảnh cá mập di chuyển;góc máy quay ngang cá mập;In the deep blue sea, a large gray shark appears in clear, high-quality video. Nearby are divers and small fish, along with an iron chain holding a food box. In the video, the shark swims slowly and circles around the divers. The camera captures the movement of the shark up close, with a horizontal camera angle;;
MVK2.0/WestPalmBeach_May2023/0047.mp4;xác tàu chìm;;màu tối màu;kích thước to lớn;một dải san hô;bọt khí;thợ lặn ở gần con thuyền;nước biển xanh đậm;;video có chất lượng rõ nét;con tàu và rạn san hô bám trên tàu không di chuyển;camera quay toàn cảnh xác tàu chìm;góc quay tĩnh xác tàu chìm;In the deep blue sea, the dark-colored hull of a large sunken ship appears in clear, high-quality video. Nearby is a strip of coral reef and air bubbles. Divers are near the boat. In the video, the ship and coral reef attached to it remain stationary. The camera captures the panoramic view of the sunken ship with a static angle.;;
MVK2.0/WestPalmBeach_May2023/0048.mp4;cá Abudefduf saxatilis;;thân màu xanh sáng với một sọc vàng chạy dọc theo hai bên. một dải màu đen quanh mắt và một đốm đen trên operculum;kích thước đa dạng;bãi cát trắng;rạn san hô to;;nước biển trong xanh;ánh sáng ban ngày;video có chất lượng rõ nét;cá Abudefduf saxatilis bơi qua lại trước camera và xung quanh rạn san hô lớn;camera quay cận cảnh cá Abudefduf saxatilis;góc quay tĩnh cá Abudefduf saxatilis;In the daylight, Abudefduf saxatilis fish with light green bodies, a yellow stripe along each side, and a black stripe around the eye and operculum, appear on the white sand near a large coral reef. In the clear, high-quality video, they swim back and forth in front of the camera and around the large coral reef. The camera records close-up shots of the Abudefduf saxatilis fish, with a static angle.;;
MVK2.0/WestPalmBeach_May2023/0049.mp4;cá mập;;màu xám;kích thước to lớn;;các cá nhỏ;;nước biển xanh đậm;;video có chất lượng rõ nét;cá mập bơi chậm và bơi vòng vòng;camera quay toàn cảnh cá mập di chuyển;góc máy quay ngang cá mập;In the deep blue sea, a large gray shark glides through the clear, high-quality video. Alongside small fish, they create an oceanic tableau. In the video, the shark swims slowly and gracefully, creating a sense of tranquility. The camera captures the shark's movement panoramically, with a horizontal camera angle.;;
MVK2.0/WestPalmBeach_May2023/0050.mp4;xác tàu chìm;;màu tối màu;kích thước to lớn;một dải san hô;nhiều đàn cá nhỏ;thợ lặn ở gần và bọt khí;nước biển xanh đậm;;video có chất lượng rõ nét;con tàu không di chuyển, thợ lặn bơi xung quanh con tàu;camera quay toàn cảnh và cận cảnh xác tàu chìm;góc quay tĩnh xác tàu chìm;In the deep blue sea, the large dark-colored hull of a sunken ship appears in clear, high-quality video. Nearby is a strip of coral reef and many schools of small fish, along with divers and air bubbles. In the video, the ship remains immobile, while divers swim around it. The camera pans the panoramic and close-up views of the sunken ship, with a static angle.;;
