Video ID;Central_Object;Texture;Color;Size_Shape;Object_2;Object_3;Object_4;Environment;Lighting;Video_Clarity;Movement_Behavior;Camera_Position;Camera_Angle;Caption;Folder
0013.mp4;sứa biển;;sứa biển có thân trắng và một đóm màu cam phát sáng;kích thước nhỏ;đèn pin;mùn hữu cơ;bọt khí;Nước biển xanh đậm;;video có chất lượng rõ nét;sứa biển di chuyển chậm;quay 1 phần cảnh thấy được sứa biển đang di chuyển;góc quay ngang, cố định, bắt trọn khoảnh khắc di chuyển của sứa biển;The jellyfish, with its white body and glowing orange bulb, is small yet striking. The light from the flashlight reveals their beauty. The high-quality video captures the jellyfish's slow movement, from a fixed horizontal angle, capturing every moment.;BigIsland_BlackWaterDive_Jan6_2023
0014.mp4;sứa biển;;sứa biển có hình tròn ở phần đầu, đuôi có 4 tua dài;kích thước nhỏ;đèn pin;mùn hữu cơ;bọt khí;Nước biển xanh đậm;;video có chất lượng rõ nét;sứa biển di chuyển tới với tốc độ nhanh;quay toàn phần sứa biển;góc quay ngang, xoay ngang theo hướng di chuyển của sứa biển;Under the deep blue sea, jellyfish with a circular head and four long tentacles at the tail, small yet impressive. The high-quality video captures the jellyfish's swift movement, from a horizontal angle, tracking its direction.;BigIsland_BlackWaterDive_Jan6_2023
0015.mp4;sứa biển;;sứa biển đầu tròn thân ngắn;kích thước nhỏ;đèn pin;mùn hữu cơ;camera và thợ lặn;Nước biển xanh đậm;;video có chất lượng rõ nét;sứa biển di chuyển với tốc độ chậm;quay toàn phần sứa biển;góc quay bao quát cả người đang quay sứa biển và sứa biển;The jellyfish has a round head and short body, small yet remarkable. The high-quality video captures the jellyfish's slow movement, from a wide-angle perspective encompassing both the diver and the jellyfish.;BigIsland_BlackWaterDive_Jan6_2023
0016.mp4;sứa biển;;trong suốt;mảnh;sinh vật phù du;;;nước biển trong;;rõ nét;sứa và sinh vật phù du thả trôi;toàn cảnh sứa, một phần sinh vật phù du;sứa làm trung tâm;Under the sea, translucent jellyfish shimmer like crystal, a stroke of luck. Graceful ephemeral creatures gently drift by. A clear video captures the scene of jellyfish and ephemeral creatures floating. The jellyfish takes center stage, encompassing both the panoramic view and a portion of the ephemeral life.;BigIsland_BlackWaterDive_Jan6_2023
0017.mp4;sứa biển;;trong suốt có pha tý cam;mảnh;sinh vật phù du;;;nước biển trong;;rõ nét;sứa và sinh vật phù du hầu như không di chuyển;từ xa lại gần sứa;sứa làm trung tâm, từ xa và hướng lại gần;In the heart of the ocean, translucent jellyfish resembling a hint of orange create a stunning scene. They gently glide through the clear waters like shards of glass, accompanied by ethereal creatures. Beneath the sharp sunlight, they almost seem motionless, crafting a tranquil space. From afar, the creatures gravitate towards the center, where the jellyfish reside.;BigIsland_BlackWaterDive_Jan6_2023
0018.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;sứa biển;;;nước biển trong;;rõ nét;sinh vật phù du thì thả trôi, sứa thì đang bơi lên;1 phần vật thể;quay ngang;A petite, golden ephemeral creature, reflecting light from the diver's torch. Drifting gracefully in the underwater realm, they vividly outline a part of an object, while jellyfish ascend. The horizontal shot creates a sense of expansiveness and mystique;BigIsland_BlackWaterDive_Jan6_2023
0019.mp4;vệt sáng từ đèn của thợ lặn;;ánh sáng trắng;hình ovan;sinh vật phù du;;;nước biển trong;;chỉ rõ nét khi ánh sáng chiếu tới;ánh đèn thì lia không nhanh, sinh vật phù du thì thả trôi;toàn cảnh;di chuyển theo ánh đèn;Underneath the deep sea, a bright streak from the diver's light creates vivid ovals. Within the clear waters, ephemeral creatures drift, only manifesting under the glow of the light. The entire scene moves with the beam, crafting a wondrous and mystical tableau;BigIsland_BlackWaterDive_Jan6_2023
0020.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;sinh vật phù du thả trôi;toàn cảnh;phải sang trái;The small luminescent yellow creatures glow under the diver's light. Drifting gently in the underwater world, they create a vivid scene. The panorama shifts from right to left, crafting a mysterious and tranquil space;BigIsland_BlackWaterDive_Jan6_2023
0021.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;sinh vật phù du thả trôi;toàn cảnh;phải sang trái;The tiny glowing yellow ephemeral creatures shimmer under the diver's light. Drifting softly in the underwater realm, they paint a vivid scene. The panorama shifts from right to left, creating a tranquil and mystical space.;BigIsland_BlackWaterDive_Jan6_2023
0022.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;mực bóng;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;Underneath the sea, small, delicate, golden-hued creatures gently sway, reflecting the light from the diver's torch. Within the tranquil waters, they drift gracefully, creating a vivid tableau. The scene shifts seamlessly from horizontal sweeps to serene advances, crafting a mystical space with shimmering ink accents.;BigIsland_BlackWaterDive_Jan6_2023
0023.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny, yellow bioluminescent creatures reflect light from the diver's torch. Drifting gently in the underwater realm, they create vivid scenery. The panoramic transition from horizontal to still movement evokes a mystical space.;BigIsland_BlackWaterDive_Jan6_2023
0024.mp4;Sứa Venus girdle;;trong suốt;tầm trung;sinh vật phù du;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The Venus girdle jellyfish, transparent yet iridescent, epitomizes the ephemeral beauty of marine life. Drifting gently in the underwater realm, they create a vivid spectacle. Their graceful movement, from horizontal glides to serene advances, crafts a sense of mystical space.;BigIsland_BlackWaterDive_Jan6_2023
0025.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny yellow luminescent creatures reflect light from the diver's torch. Drifting softly in the underwater realm, they create vivid scenery. The panoramic shift from horizontal sweep to tranquil progression engenders a mysterious space.;BigIsland_BlackWaterDive_Jan6_2023
0026.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;Sứa Venus girdle;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;In the depths of the ocean, a tiny, elusive yellow creature is easily overlooked if not carefully observed. Illuminated by the diver's light, the Venus girdle jellyfish glides gracefully, creating a mystical scene as it rotates and drifts.;BigIsland_BlackWaterDive_Jan6_2023
0027.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny yellow luminescent creatures reflect light from the diver's torch. Drifting softly in the underwater realm, they create vivid scenery. The panoramic shift from horizontal sweep to tranquil progression engenders a mysterious space.;BigIsland_BlackWaterDive_Jan6_2023
0028.mp4;Sứa Venus girdle;;trong suốt;tầm trung;sinh vật phù du;Tôm ma;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The Venus girdle jellyfish, transparent yet iridescent, epitomizes the ephemeral beauty of marine life. Drifting gently in the underwater realm, they create a vivid spectacle. Their graceful movement, from horizontal glides to serene advances, crafts a sense of mystical space.;BigIsland_BlackWaterDive_Jan6_2023
0029.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny yellow luminescent creatures reflect light from the diver's torch. Drifting softly in the underwater realm, they create vivid scenery. The panoramic shift from horizontal sweep to tranquil progression engenders a mysterious space.;BigIsland_BlackWaterDive_Jan6_2023
0030.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;Sứa Venus girdle;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny yellow luminescent creatures reflect light from the diver's torch. Drifting softly in the underwater realm, they create vivid scenery. The panoramic shift from horizontal sweep to tranquil progression engenders a mysterious space.;BigIsland_BlackWaterDive_Jan6_2023
0031.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny yellow luminescent creatures reflect light from the diver's torch. Drifting softly in the underwater realm, they create vivid scenery. The panoramic shift from horizontal sweep to tranquil progression engenders a mysterious space.;BigIsland_BlackWaterDive_Jan6_2023
0032.mp4;Sứa Venus girdle;;trong suốt, có điểm ánh vàng;ngắn;sinh vật phù du;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;"""The Venus girdle jellyfish is a striking highlight with its translucent, short golden shimmer. The ephemeral creatures surrounding it make the scene even more vibrant. They drift gently, creating a mystical space as the scene transitions from a horizontal panorama to a serene advance.""";BigIsland_BlackWaterDive_Jan6_2023
0033.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny yellow luminescent creatures reflect light from the diver's torch. Drifting softly in the underwater realm, they create vivid scenery. The panoramic shift from horizontal sweep to tranquil progression engenders a mysterious space.;BigIsland_BlackWaterDive_Jan6_2023
0034.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny yellow luminescent creatures reflect light from the diver's torch. Drifting softly in the underwater realm, they create vivid scenery. The panoramic shift from horizontal sweep to tranquil progression engenders a mysterious space.;BigIsland_BlackWaterDive_Jan6_2023
0035.mp4;Sứa Venus girdle;;trong suốt;nhỏ;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;"""The transparent Venus girdle jellyfish showcases the beauty of transient creatures. Drifting gently in the underwater realm, they create vivid scenes. Their graceful movements, transitioning from horizontal rotation to tranquil gliding, craft a mysterious ambiance.""";BigIsland_BlackWaterDive_Jan6_2023
0036.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny yellow luminescent creatures reflect light from the diver's torch. Drifting softly in the underwater realm, they create vivid scenery. The panoramic shift from horizontal sweep to tranquil progression engenders a mysterious space.;BigIsland_BlackWaterDive_Jan6_2023
0037.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny yellow luminescent creatures reflect light from the diver's torch. Drifting softly in the underwater realm, they create vivid scenery. The panoramic shift from horizontal sweep to tranquil progression engenders a mysterious space.;BigIsland_BlackWaterDive_Jan6_2023
0038.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny yellow luminescent creatures reflect light from the diver's torch. Drifting softly in the underwater realm, they create vivid scenery. The panoramic shift from horizontal sweep to tranquil progression engenders a mysterious space.;BigIsland_BlackWaterDive_Jan6_2023
0039.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny yellow luminescent creatures reflect light from the diver's torch. Drifting softly in the underwater realm, they create vivid scenery. The panoramic shift from horizontal sweep to tranquil progression engenders a mysterious space.;BigIsland_BlackWaterDive_Jan6_2023
0040.mp4;Sứa Venus girdle;;trong suốt;tầm trung;một vài sinh vật phù du xung quanh;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;In the clear waters, the Venus girdle jellyfish - a species known for its translucent appearance - stands out beautifully. Several transient creatures around it add to the vividness of the scene. They drift gently, creating a mysterious ambiance as the scene transitions from a horizontal panorama to a serene advance;BigIsland_BlackWaterDive_Jan6_2023
0041.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny yellow luminescent creatures reflect light from the diver's torch. Drifting softly in the underwater realm, they create vivid scenery. The panoramic shift from horizontal sweep to tranquil progression engenders a mysterious space.;BigIsland_BlackWaterDive_Jan6_2023
0042.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny yellow luminescent creatures reflect light from the diver's torch. Drifting softly in the underwater realm, they create vivid scenery. The panoramic shift from horizontal sweep to tranquil progression engenders a mysterious space.;BigIsland_BlackWaterDive_Jan6_2023
0043.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;thợ lặn;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;In the underwater realm, small golden creatures, reflecting the light from the diver's torch, drift gently. The clear panorama creates a mysterious space, as the horizontal angle moves steadily forward, providing an intriguing experience for observers.;BigIsland_BlackWaterDive_Jan6_2023
0044.mp4;sinh vật phù du;;màu vàng do phản chiếu ánh sáng từ đèn của thợ lặn;nhỏ;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;The tiny yellow luminescent creatures reflect light from the diver's torch. Drifting softly in the underwater realm, they create vivid scenery. The panoramic shift from horizontal sweep to tranquil progression engenders a mysterious space.;BigIsland_BlackWaterDive_Jan6_2023
0045.mp4;Sứa Venus girdle;;trong suốt;dài;;;;nước biển trong;;rõ nét;thả trôi;toàn cảnh;góc quay ngang và tịnh tiến tới;In the depths of the ocean, the Venus girdle jellyfish resembles a long, translucent ribbon, strikingly prominent. With its gentle drifting, it creates a scene of mystery, as it sways horizontally and gracefully moves forward, forming a vibrant and impressive living space.;BigIsland_BlackWaterDive_Jan6_2023
0001.mp4;Tropical fish;;màu đen, màu trắng, vây màu đen, thân có các màu đen trắng xanh xen kẽ;kích thước trưởng thành;tảo;rong biển;rạn san hô;nước biển trong xanh;ánh sáng ban ngày;video có chất lượng rõ nét;cá di chuyển với tốc độ chậm;camera quay toàn cảnh cá bơi, video thì rõ nét;góc quay tĩnh cá biển di chuyển;In the clear daylight video capturing the full scene, a tropical fish with black fins and a body adorned with alternating black, white, and blue colors moves slowly among the coral reefs and seaweed. The ocean water is crystal clear.;Coronados_Island_21Apr2023
0002.mp4;hai con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;có bọt khí gần chim cánh cụt;thợ lặn gần đó;;nước biển xanh lam;;video có chất lượng rõ nét;chim cánh cụt bơi vòng vòng, đang bơi trước thợ lặn;video quay rõ, toàn cảnh chim cánh cụt ;góc quay tĩnh cảnh chim cánh cụt lớn;Two fully grown penguins, jet black, are swimming around a diver. White bubbles surround them, set against the blue sea. A stationary shot captures all the penguins' movements, standing out in the clear water, with the video in sharp detail.;Coronados_Island_21Apr2023
0003.mp4;sâu biển;;màu sắc đa dạng gồm màu xanh, vàng, đen , trắng xen kẽ với nhau;kích thước bé;rạn san hô;tảo biển;các rặng san hô và đá bao quanh sinh vật;nước biển trong xanh;;video có chất lượng rõ nét;sâu biển không di chuyển;video quay rõ, toàn cảnh sâu biển;góc quay tĩnh sâu biển;The video captures a panoramic view of a tiny sea worm species with vibrant colors, including blue, yellow, black, and white. They remain still among the coral reefs and seaweed, surrounded by coral ridges and rocks. The crystal-clear seawater is showcased in high definition with a steady camera angle.;Coronados_Island_21Apr2023
0004.mp4;1 sinh vật biển;;màu vàng và tím;kích thước bé;các rặng san hô và đá bao quanh sinh vật;tảo biển;;nước trong xanh;ánh sáng ban ngày;video có chất lượng rõ nét;sinh vật bám vào rặng san hô và chuyển động;video quay toàn cảnh cá đang bơi quanh san hô;camera quay ngang xung quanh sinh vật biển màu vàng tím;In the high-quality video, a small yellow and purple marine creature clings to the coral reef, moving gently. The clear blue water reflects the daylight, making the seaweed shimmer. The wide shot captures fish swimming around the coral.;Coronados_Island_21Apr2023
0005.mp4;một con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;có bọt khí gần chim cánh cụt;;;nước biển xanh lam đục;;video có chất lượng rõ nét;chim cánh cụt bơi vòng vòng với tốc độ nhanh;video quay rõ, toàn cảnh chim cánh cụt ;góc quay tĩnh cảnh chim cánh cụt lớn;A jet-black adult penguin swims rapidly in circles through the murky blue seawater. Bubbles emerge near the penguin, and the video, shot in sharp clarity from a static angle, captures the striking presence of the large penguin.;Coronados_Island_21Apr2023
0006.mp4;hai con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;có bọt khí gần chim cánh cụt;thợ lặn gần đó;bãi cát trắng;nước biển xanh lam đục;;video có chất lượng rõ nét;hai chim cánh cụt bơi vòng vòng, đang bơi trước thợ lặn;video quay rõ, toàn cảnh hai con chim cánh cụt ;góc quay tĩnh cảnh chim cánh cụt lớn;In the clear video, two fully-grown, jet-black penguins are swimming around a diver. Bubbles rise near them, with white sand and murky blue seawater in the background. The steady shot captures the large penguins in vivid detail.;Coronados_Island_21Apr2023
0007.mp4;nhiều đàn cá nhỏ;;màu sắc đa dạng;kích thước bé;rạn san hô;bãi đá;mùn hữu cơ;nước biển đục;;video có chất lượng rõ nét;đàn cá bơi nhẹ nhàng và bơi qua lại trước camera;video quay rõ, toàn cảnh đàn cá nhỏ;góc quay tĩnh nhiều đàn cá nhỏ;numerous small fish with diverse colors and tiny sizes swim gently back and forth in front of the camera. They glide past coral reefs, rocky outcrops, and organic debris in the murky seawater. The static shot captures the full scene of the small fish schools.;Coronados_Island_21Apr2023
0008.mp4;hai con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;có bọt khí gần chim cánh cụt;thợ lặn gần đó;bãi cát trắng;nước biển xanh lam đục;;video có chất lượng rõ nét;hai chim cánh cụt bơi vòng vòng, bơi uốn lượn trước thợ lặn;video quay rõ, toàn cảnh hai con chim cánh cụt ;góc quay tĩnh cảnh chim cánh cụt lớn;In the clear video, two sleek black adult penguins swim gracefully around the diver. Nearby, bubbles rise to the surface of the murky blue sea. The white sandy beach creates a picturesque backdrop. The video captures a clear, full view of the two large penguins from a fixed angle.;Coronados_Island_21Apr2023
0009.mp4;1 sinh vật biển;;thân màu tím và phần phía trên thân có các tua màu vàng ;kích thước bé;các rặng san hô và đá bao quanh sinh vật;tảo biển;;nước trong xanh;ánh sáng ban ngày;video có chất lượng rõ nét;sinh vật bám vào rặng san hô và chuyển động theo dòng nước;video quay toàn cảnh cá đang bơi quanh san hô;camera quay ngang xung quanh sinh vật biển màu vàng tím;In the high-quality video, a small marine creature with a purple body and yellow tendrils clings to the coral reef, gently swaying with the clear blue water. Surrounding it are coral formations and seaweed, illuminated by daylight. The camera pans horizontally, capturing the full scene of fish swimming around the yellow and purple creature.;Coronados_Island_21Apr2023
0010.mp4;hai con chim cánh cụt ;;màu đen tuyền;kích thước trưởng thành;có bọt khí gần chim cánh cụt;thợ lặn gần đó;bãi cát trắng;nước biển xanh lam đục;ánh sáng ban ngày;video có chất lượng rõ nét;hai chim cánh cụt bơi vòng vòng, bơi uốn lượn trước thợ lặn, bơi qua lại với tốc độ cao;video quay rõ, toàn cảnh hai con chim cánh cụt ;góc quay tĩnh cảnh chim cánh cụt lớn;Two jet-black penguins swim around the diver in the murky blue sea. The high-quality video captures the entire scene, showing the adult penguins gliding and darting back and forth at high speed, surrounded by bubbles. The static shot of the large penguins is remarkably clear.;Coronados_Island_21Apr2023
0011.mp4;nước biển màu xanh lục ngọc;;màu xanh lục ngọc;;có bọt khí;hữu cơ;;nước biển màu xanh lục ngọc;;video có chất lượng rõ nét;;;góc quay thấp từ dưới lên;The emerald green sea radiated under the shimmering rays of sunlight from above. Organic bubbles stood out amidst the waves. The video capturing this scene was of clear quality, with a low-angle shot from below upwards.;Coronados_Island_21Apr2023
0012.mp4;người thợ lặn;;mặc bộ đồ màu đen, ống thở màu đen, camera màu đen;vóc dáng to cao;rạn san hô;tảo biển;rong biển;nước biển trong xanh;ánh sáng ban ngày;video có chất lượng rõ nét;người thợ lặn bơi chậm, đang tìm một thứ gì đó trong rạn san hô;video quay rõ người thợ lặn;góc quay ngang thấy được người thợ lặn;Deep beneath the azure sea, a diver clad in black gear, breathing apparatus, and a black camera explores. Tall and imposing, amidst coral reefs, seaweed, and kelp. The clear turquoise waters, mingling with daylight, capture crisp footage, depicting the diver's slow swim amidst the marine scenery.;Coronados_Island_21Apr2023
